"filename", "language", "CMake", "Ignore", "comment", "blank", "total"
"/home/xiaoyu/gradDesign/llvm-project-postgres/mlir/cmake/modules/AddMLIRPython.cmake", "CMake", 485, 0, 0, 41, 526
"/home/xiaoyu/gradDesign/llvm-project-postgres/mlir/cmake/modules/MLIRDetectPythonEnv.cmake", "CMake", 25, 0, 0, 2, 27
"/home/xiaoyu/gradDesign/llvm-project-postgres/mlir/utils/vscode/.vscodeignore", "Ignore", 0, 4, 0, 1, 5
"/home/xiaoyu/gradDesign/llvm-project-postgres/openmp/cmake/HandleOpenMPOptions.cmake", "CMake", 28, 0, 0, 5, 33
"/home/xiaoyu/gradDesign/llvm-project-postgres/openmp/cmake/OpenMPTesting.cmake", "CMake", 201, 0, 0, 19, 220
"/home/xiaoyu/gradDesign/llvm-project-postgres/openmp/cmake/config-ix.cmake", "CMake", 13, 0, 0, 5, 18
"/home/xiaoyu/gradDesign/llvm-project-postgres/openmp/libomptarget/cmake/Modules/LibomptargetGetDependencies.cmake", "CMake", 245, 0, 0, 35, 280
"/home/xiaoyu/gradDesign/llvm-project-postgres/openmp/libomptarget/cmake/Modules/LibomptargetUtils.cmake", "CMake", 24, 0, 0, 4, 28
"/home/xiaoyu/gradDesign/llvm-project-postgres/openmp/runtime/cmake/LibompCheckFortranFlag.cmake", "CMake", 25, 0, 0, 3, 28
"/home/xiaoyu/gradDesign/llvm-project-postgres/openmp/runtime/cmake/LibompCheckLinkerFlag.cmake", "CMake", 63, 0, 0, 6, 69
"/home/xiaoyu/gradDesign/llvm-project-postgres/openmp/runtime/cmake/LibompDefinitions.cmake", "CMake", 27, 0, 0, 4, 31
"/home/xiaoyu/gradDesign/llvm-project-postgres/openmp/runtime/cmake/LibompExports.cmake", "CMake", 88, 0, 0, 7, 95
"/home/xiaoyu/gradDesign/llvm-project-postgres/openmp/runtime/cmake/LibompGetArchitecture.cmake", "CMake", 76, 0, 0, 11, 87
